decade,tried,deaths,country
1520,1,1,Estonia
1530,1,1,Estonia
1540,5,5,Estonia
1580,7,5,Estonia
1590,11,0,Estonia
1600,6,1,Estonia
1610,22,18,Estonia
1620,14,8,Estonia
1630,25,4,Estonia
1640,39,10,Estonia
1650,10,1,Estonia
1660,10,4,Estonia
1670,8,1,Estonia
1680,8,3,Estonia
1690,28,3,Estonia
1700,5,0,Estonia
1720,5,0,Estonia
1520,1,0,Finland
1540,8,0,Finland
1550,12,1,Finland
1560,16,4,Finland
1570,22,3,Finland
1580,15,2,Finland
1590,8,1,Finland
1600,7,2,Finland
1610,6,0,Finland
1620,22,3,Finland
1630,27,2,Finland
1640,66,11,Finland
1650,73,10,Finland
1660,87,25,Finland
1670,157,41,Finland
1680,121,9,Finland
1690,62,1,Finland
1520,3,1,Hungary
1530,3,1,Hungary
1540,3,1,Hungary
1550,3,1,Hungary
1560,5,4,Hungary
1570,5,1,Hungary
1580,17,11,Hungary
1590,8,4,Hungary
1600,12,6,Hungary
1610,15,10,Hungary
1620,43,14,Hungary
1630,38,9,Hungary
1640,51,6,Hungary
1650,57,19,Hungary
1660,63,15,Hungary
1670,57,26,Hungary
1680,45,22,Hungary
1690,103,39,Hungary
1700,106,46,Hungary
1710,217,62,Hungary
1720,227,64,Hungary
1730,180,36,Hungary
1740,185,51,Hungary
1750,143,21,Hungary
1760,47,1,Hungary
1770,8,3,Hungary
1560,4,0,Norway
1570,25,3,Norway
1580,17,5,Norway
1590,16,7,Norway
1600,21,11,Norway
1610,73,33,Norway
1620,134,69,Norway
1630,80,31,Norway
1640,97,41,Norway
1650,80,26,Norway
1660,157,47,Norway
1670,56,5,Norway
1680,64,1,Norway
1690,26,1,Norway
1700,2,0,Norway
1710,2,0,Norway
1720,1,0,Norway
1730,6,0,Norway
1740,1,0,Norway
1750,1,0,Norway
1470,2,1,Switzerland
1490,1,1,Switzerland
1540,7,7,Switzerland
1550,7,7,Switzerland
1560,7,7,Switzerland
1570,7,7,Switzerland
1580,1,1,Switzerland
1580,7,7,Switzerland
1590,7,7,Switzerland
1600,7,7,Switzerland
1610,7,7,Switzerland
1620,7,7,Switzerland
1680,1,0,Switzerland
1550,1,1,Switzerland
1560,1,1,Switzerland
1570,1,1,Switzerland
1580,1,1,Switzerland
1590,1,1,Switzerland
1600,4,4,Switzerland
1610,4,4,Switzerland
1620,4,4,Switzerland
1630,4,4,Switzerland
1640,4,4,Switzerland
1650,1,1,Switzerland
1660,1,1,Switzerland
1670,1,1,Switzerland
1680,1,1,Switzerland
1690,1,1,Switzerland
1590,1,0,Switzerland
1600,6,4,Switzerland
1610,6,4,Switzerland
1620,6,4,Switzerland
1630,6,4,Switzerland
1640,6,4,Switzerland
1650,6,3,Switzerland
1660,6,3,Switzerland
1670,6,3,Switzerland
1680,6,3,Switzerland
1690,6,3,Switzerland
1550,2,2,Switzerland
1560,2,2,Switzerland
1570,2,2,Switzerland
1580,2,2,Switzerland
1590,2,2,Switzerland
1600,11,8,Switzerland
1610,11,8,Switzerland
1620,11,8,Switzerland
1630,11,8,Switzerland
1640,11,8,Switzerland
1650,2,1,Switzerland
1660,2,1,Switzerland
1670,2,1,Switzerland
1680,2,1,Switzerland
1690,2,1,Switzerland
1400,2,0,Switzerland
1410,2,0,Switzerland
1420,2,0,Switzerland
1430,2,0,Switzerland
1440,2,0,Switzerland
1450,1,1,Switzerland
1460,1,1,Switzerland
1470,1,1,Switzerland
1480,1,1,Switzerland
1490,1,1,Switzerland
1500,2,1,Switzerland
1510,2,1,Switzerland
1520,2,1,Switzerland
1530,2,1,Switzerland
1540,2,1,Switzerland
1600,1,0,Switzerland
1610,1,0,Switzerland
1620,1,0,Switzerland
1630,1,0,Switzerland
1640,1,0,Switzerland
1650,1,0,Switzerland
1660,1,0,Switzerland
1670,1,0,Switzerland
1680,1,0,Switzerland
1690,1,0,Switzerland
1450,1,1,Switzerland
1460,1,1,Switzerland
1470,1,1,Switzerland
1480,1,1,Switzerland
1490,1,1,Switzerland
1500,2,2,Switzerland
1510,2,2,Switzerland
1520,2,2,Switzerland
1530,2,2,Switzerland
1540,2,2,Switzerland
1550,5,0,Switzerland
1560,5,0,Switzerland
1570,5,0,Switzerland
1580,5,0,Switzerland
1590,5,0,Switzerland
1600,3,0,Switzerland
1610,3,0,Switzerland
1620,3,0,Switzerland
1630,3,0,Switzerland
1640,3,0,Switzerland
1650,3,0,Switzerland
1350,10,0,Switzerland
1360,10,0,Switzerland
1370,10,0,Switzerland
1380,10,0,Switzerland
1390,10,0,Switzerland
1400,17,4,Switzerland
1410,17,4,Switzerland
1420,17,4,Switzerland
1430,17,4,Switzerland
1440,17,4,Switzerland
1450,11,4,Switzerland
1460,11,4,Switzerland
1470,11,4,Switzerland
1480,11,4,Switzerland
1490,11,4,Switzerland
1500,4,4,Switzerland
1510,4,4,Switzerland
1520,4,4,Switzerland
1530,4,4,Switzerland
1540,4,4,Switzerland
1550,4,4,Switzerland
1560,4,4,Switzerland
1570,4,4,Switzerland
1580,4,4,Switzerland
1590,4,4,Switzerland
1600,100,25,Switzerland
1610,100,25,Switzerland
1620,100,25,Switzerland
1630,100,25,Switzerland
1640,100,25,Switzerland
1650,100,25,Switzerland
1660,100,25,Switzerland
1670,100,25,Switzerland
1680,100,25,Switzerland
1690,100,25,Switzerland
1500,14,8,Switzerland
1510,14,8,Switzerland
1520,14,8,Switzerland
1530,14,8,Switzerland
1540,14,8,Switzerland
1550,6,3,Switzerland
1560,6,3,Switzerland
1570,6,3,Switzerland
1580,6,3,Switzerland
1590,6,3,Switzerland
1600,15,3,Switzerland
1610,15,3,Switzerland
1620,15,3,Switzerland
1630,15,3,Switzerland
1640,15,3,Switzerland
1650,1,1,Switzerland
1780,1,1,Switzerland
1600,17,12,Switzerland
1610,17,12,Switzerland
1620,17,12,Switzerland
1630,17,12,Switzerland
1640,17,12,Switzerland
1650,26,12,Switzerland
1650,28,4,Switzerland
1650,28,12,Switzerland
1650,5,3,Switzerland
1660,26,12,Switzerland
1660,28,12,Switzerland
1660,5,3,Switzerland
1670,124,60,Switzerland
1670,28,12,Switzerland
1670,5,3,Switzerland
1680,28,12,Switzerland
1680,5,3,Switzerland
1690,34,6,Switzerland
1690,6,3,Switzerland
1690,28,12,Switzerland
1690,5,3,Switzerland
1700,34,6,Switzerland
1700,15,11,Switzerland
1400,2,0,Switzerland
1410,2,0,Switzerland
1420,2,0,Switzerland
1420,1,1,Switzerland
1430,2,0,Switzerland
1440,2,0,Switzerland
1450,21,1,Switzerland
1460,21,1,Switzerland
1470,21,1,Switzerland
1480,21,1,Switzerland
1490,21,1,Switzerland
1500,5,2,Switzerland
1500,1,0,Switzerland
1510,5,2,Switzerland
1510,1,0,Switzerland
1520,5,2,Switzerland
1520,1,0,Switzerland
1530,5,2,Switzerland
1530,1,0,Switzerland
1540,5,2,Switzerland
1540,1,0,Switzerland
1550,100,14,Switzerland
1550,1,0,Switzerland
1560,100,14,Switzerland
1560,3,3,Switzerland
1560,1,0,Switzerland
1570,100,14,Switzerland
1570,3,3,Switzerland
1570,1,0,Switzerland
1580,100,14,Switzerland
1580,3,3,Switzerland
1580,1,0,Switzerland
1590,100,14,Switzerland
1590,3,3,Switzerland
1590,1,0,Switzerland
1600,3,3,Switzerland
1610,3,3,Switzerland
1620,3,3,Switzerland
1630,3,3,Switzerland
1640,3,3,Switzerland
1650,8,8,Switzerland
1650,3,3,Switzerland
1660,8,8,Switzerland
1660,3,3,Switzerland
1670,8,8,Switzerland
1680,8,8,Switzerland
1690,8,8,Switzerland
1730,1,0,Switzerland
1730,1,0,Switzerland
1430,7,0,Switzerland
1440,7,0,Switzerland
1450,7,0,Switzerland
1460,7,0,Switzerland
1470,7,0,Switzerland
1480,7,0,Switzerland
1550,30,11,Switzerland
1560,30,11,Switzerland
1570,30,11,Switzerland
1580,30,11,Switzerland
1590,30,11,Switzerland
1600,30,11,Switzerland
1610,30,11,Switzerland
1620,30,11,Switzerland
1630,30,11,Switzerland
1640,30,11,Switzerland
1650,30,11,Switzerland
1660,30,11,Switzerland
1670,30,11,Switzerland
1680,30,11,Switzerland
1690,30,11,Switzerland
1700,30,11,Switzerland
1710,30,11,Switzerland
1720,30,11,Switzerland
1730,30,11,Switzerland
1740,30,11,Switzerland
1550,3,2,Switzerland
1560,3,2,Switzerland
1570,3,2,Switzerland
1580,3,2,Switzerland
1590,3,2,Switzerland
1600,11,11,Switzerland
1610,11,11,Switzerland
1620,11,11,Switzerland
1630,11,11,Switzerland
1640,11,11,Switzerland
1650,4,4,Switzerland
1660,4,4,Switzerland
1670,4,4,Switzerland
1680,4,4,Switzerland
1690,4,4,Switzerland
1550,3,2,Switzerland
1560,3,2,Switzerland
1570,3,2,Switzerland
1580,3,2,Switzerland
1590,3,2,Switzerland
1600,11,11,Switzerland
1610,11,11,Switzerland
1620,11,11,Switzerland
1630,11,11,Switzerland
1640,11,11,Switzerland
1650,4,4,Switzerland
1660,4,4,Switzerland
1670,4,4,Switzerland
1680,4,4,Switzerland
1690,4,4,Switzerland
1480,1,0,Switzerland
1490,1,0,Switzerland
1500,1,0,Switzerland
1510,1,0,Switzerland
1520,1,0,Switzerland
1530,1,0,Switzerland
1540,1,0,Switzerland
1550,1,0,Switzerland
1560,1,0,Switzerland
1570,1,0,Switzerland
1580,1,0,Switzerland
1590,1,0,Switzerland
1600,2,2,Switzerland
1600,1,0,Switzerland
1610,2,2,Switzerland
1610,1,0,Switzerland
1620,2,2,Switzerland
1620,1,0,Switzerland
1630,2,2,Switzerland
1630,1,0,Switzerland
1640,2,2,Switzerland
1640,1,0,Switzerland
1650,1,1,Switzerland
1650,1,0,Switzerland
1660,1,1,Switzerland
1660,1,0,Switzerland
1670,1,1,Switzerland
1670,1,0,Switzerland
1680,1,1,Switzerland
1680,1,0,Switzerland
1690,3,3,Switzerland
1690,2,0,Switzerland
1690,1,1,Switzerland
1690,1,0,Switzerland
1700,1,0,Switzerland
1710,1,0,Switzerland
1720,1,0,Switzerland
1550,1,1,Switzerland
1560,1,1,Switzerland
1570,1,1,Switzerland
1580,1,1,Switzerland
1590,1,1,Switzerland
1600,6,4,Switzerland
1610,6,4,Switzerland
1620,6,4,Switzerland
1630,6,4,Switzerland
1640,6,4,Switzerland
1650,2,1,Switzerland
1660,2,1,Switzerland
1670,2,1,Switzerland
1680,2,1,Switzerland
1690,2,1,Switzerland
1440,1,0,Switzerland
1450,1,0,Switzerland
1460,1,0,Switzerland
1470,1,0,Switzerland
1480,1,0,Switzerland
1490,1,0,Switzerland
1500,1,0,Switzerland
1510,1,0,Switzerland
1520,1,0,Switzerland
1530,1,0,Switzerland
1550,20,9,Switzerland
1560,20,9,Switzerland
1570,20,9,Switzerland
1580,20,9,Switzerland
1590,20,9,Switzerland
1600,4,2,Switzerland
1610,4,2,Switzerland
1620,4,2,Switzerland
1630,4,2,Switzerland
1640,4,2,Switzerland
1650,4,2,Switzerland
1660,1,0,Switzerland
1670,1,0,Switzerland
1680,1,0,Switzerland
1690,1,0,Switzerland
1700,2,1,Switzerland
1710,2,1,Switzerland
1450,5,2,Switzerland
1450,6,3,Switzerland
1450,1,1,Switzerland
1460,6,3,Switzerland
1470,6,3,Switzerland
1480,6,3,Switzerland
1480,2,2,Switzerland
1490,6,3,Switzerland
1500,6,3,Switzerland
1510,6,3,Switzerland
1510,3,0,Switzerland
1520,6,3,Switzerland
1530,6,3,Switzerland
1540,6,3,Switzerland
1550,6,3,Switzerland
1550,1,1,Switzerland
1560,6,3,Switzerland
1560,1,1,Switzerland
1570,6,3,Switzerland
1570,1,1,Switzerland
1580,6,3,Switzerland
1580,1,1,Switzerland
1590,6,3,Switzerland
1590,1,1,Switzerland
1600,1,0,Switzerland
1600,26,11,Switzerland
1610,1,0,Switzerland
1610,26,11,Switzerland
1620,1,0,Switzerland
1620,3,3,Switzerland
1620,26,11,Switzerland
1630,1,0,Switzerland
1630,26,11,Switzerland
1640,1,0,Switzerland
1640,1,0,Switzerland
1640,26,11,Switzerland
1650,1,0,Switzerland
1650,1,0,Switzerland
1650,1,1,Switzerland
1660,1,1,Switzerland
1670,1,1,Switzerland
1670,1,1,Switzerland
1680,1,0,Switzerland
1680,1,1,Switzerland
1690,1,1,Switzerland
1700,1,1,Switzerland
1710,1,1,Switzerland
1720,1,1,Switzerland
1730,1,1,Switzerland
1740,1,1,Switzerland
1450,2,1,Switzerland
1450,1,1,Switzerland
1560,2,1,Switzerland
1660,1,0,Switzerland
1400,142,40,Switzerland
1410,142,40,Switzerland
1420,142,40,Switzerland
1430,142,40,Switzerland
1440,142,40,Switzerland
1440,2,0,Switzerland
1590,311,311,Switzerland
1600,240,240,Switzerland
1610,500,500,Switzerland
1620,500,500,Switzerland
1630,500,500,Switzerland
1640,500,500,Switzerland
1650,500,500,Switzerland
1660,160,160,Switzerland
1670,160,160,Switzerland
1650,3,3,Switzerland
1660,3,3,Switzerland
1670,3,3,Switzerland
1680,3,3,Switzerland
1690,3,3,Switzerland
1730,9,7,Switzerland
1450,1,0,Switzerland
1460,1,0,Switzerland
1470,1,0,Switzerland
1480,1,0,Switzerland
1490,1,0,Switzerland
1500,7,2,Switzerland
1510,7,2,Switzerland
1520,7,2,Switzerland
1530,7,2,Switzerland
1540,16,6,Switzerland
1550,16,6,Switzerland
1560,16,6,Switzerland
1570,16,6,Switzerland
1580,16,6,Switzerland
1590,16,6,Switzerland
1600,14,6,Switzerland
1610,14,6,Switzerland
1620,14,6,Switzerland
1630,9,2,Switzerland
1640,9,2,Switzerland
1650,9,2,Switzerland
1660,4,0,Switzerland
1670,4,0,Switzerland
1680,4,0,Switzerland
1690,4,0,Switzerland
1500,2,NA,Germany
1570,1,NA,Germany
1590,6,6,Germany
1630,1,NA,Germany
1640,1,NA,Germany
1340,1,NA,Germany
1340,1,NA,Germany
1370,1,NA,Germany
1370,1,NA,Germany
1380,1,NA,Germany
1380,1,NA,Germany
1380,1,NA,Germany
1390,1,NA,Germany
1400,2,NA,Germany
1410,1,NA,Germany
1410,1,NA,Germany
1410,1,NA,Germany
1420,1,NA,Germany
1420,1,NA,Germany
1420,1,NA,Germany
1430,1,NA,Germany
1430,1,NA,Germany
1430,1,1,Germany
1430,2,NA,Germany
1430,1,NA,Germany
1440,2,2,Germany
1450,1,NA,Germany
1450,1,NA,Germany
1450,2,NA,Germany
1460,1,NA,Germany
1460,1,NA,Germany
1460,1,1,Germany
1460,1,NA,Germany
1460,1,NA,Germany
1460,2,0,Germany
1470,1,NA,Germany
1470,1,NA,Germany
1470,1,NA,Germany
1470,1,NA,Germany
1470,1,NA,Germany
1470,1,NA,Germany
1470,1,NA,Germany
1480,1,NA,Germany
1480,1,NA,Germany
1480,1,NA,Germany
1480,1,NA,Germany
1480,1,NA,Germany
1490,1,NA,Germany
1490,1,NA,Germany
1490,3,NA,Germany
1490,1,1,Germany
1490,1,NA,Germany
1490,1,NA,Germany
1490,1,NA,Germany
1490,1,NA,Germany
1490,1,NA,Germany
1490,1,NA,Germany
1500,1,1,Germany
1500,1,NA,Germany
1500,1,NA,Germany
1500,1,NA,Germany
1500,1,NA,Germany
1500,1,NA,Germany
1500,1,NA,Germany
1500,1,NA,Germany
1500,2,NA,Germany
1510,1,NA,Germany
1510,1,NA,Germany
1510,1,NA,Germany
1510,1,NA,Germany
1510,1,NA,Germany
1510,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1520,1,NA,Germany
1530,1,NA,Germany
1530,1,NA,Germany
1530,1,NA,Germany
1530,1,NA,Germany
1530,2,NA,Germany
1530,1,NA,Germany
1530,1,NA,Germany
1530,2,NA,Germany
1530,1,NA,Germany
1530,1,NA,Germany
1530,2,0,Germany
1540,1,NA,Germany
1540,1,NA,Germany
1540,1,1,Germany
1540,1,NA,Germany
1540,1,NA,Germany
1540,1,NA,Germany
1540,1,NA,Germany
1540,1,NA,Germany
1540,1,NA,Germany
1540,1,NA,Germany
1540,1,NA,Germany
1540,1,NA,Germany
1550,1,NA,Germany
1550,1,1,Germany
1550,1,NA,Germany
1550,1,NA,Germany
1550,1,NA,Germany
1560,1,NA,Germany
1560,4,NA,Germany
1560,1,1,Germany
1560,10,NA,Germany
1560,1,1,Germany
1560,1,NA,Germany
1560,2,NA,Germany
1560,1,NA,Germany
1560,1,NA,Germany
1560,1,NA,Germany
1560,1,NA,Germany
1570,3,NA,Germany
1570,1,NA,Germany
1570,2,1,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,2,NA,Germany
1570,2,1,Germany
1570,1,NA,Germany
1570,10,10,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,1,1,Germany
1570,3,NA,Germany
1570,1,1,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,1,1,Germany
1570,1,NA,Germany
1570,2,NA,Germany
1570,3,NA,Germany
1570,1,NA,Germany
1570,1,NA,Germany
1570,1,1,Germany
1570,1,NA,Germany
1570,1,0,Germany
1580,6,6,Germany
1580,3,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,3,2,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,2,2,Germany
1580,1,NA,Germany
1580,2,NA,Germany
1580,2,NA,Germany
1580,3,NA,Germany
1580,39,25,Germany
1580,7,7,Germany
1580,1,1,Germany
1580,1,NA,Germany
1580,2,NA,Germany
1580,3,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,5,5,Germany
1580,1,NA,Germany
1580,13,13,Germany
1580,1,NA,Germany
1580,3,NA,Germany
1580,45,27,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,2,2,Germany
1580,4,NA,Germany
1580,2,NA,Germany
1580,7,7,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1580,1,NA,Germany
1590,11,11,Germany
1590,65,63,Germany
1590,28,22,Germany
1590,52,52,Germany
1590,1,NA,Germany
1590,2,NA,Germany
1590,1,NA,Germany
1590,10,1,Germany
1590,2,2,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,6,NA,Germany
1590,3,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,8,NA,Germany
1590,5,2,Germany
1590,2,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,68,68,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,7,NA,Germany
1590,2,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,5,NA,Germany
1590,2,NA,Germany
1590,5,5,Germany
1590,9,9,Germany
1590,7,2,Germany
1590,49,36,Germany
1590,5,5,Germany
1590,1,NA,Germany
1590,25,25,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,17,5,Germany
1590,41,20,Germany
1590,5,4,Germany
1590,1,NA,Germany
1590,2,2,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,3,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,2,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,2,2,Germany
1590,3,3,Germany
1590,1,NA,Germany
1590,5,5,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,10,9,Germany
1590,2,1,Germany
1590,1,NA,Germany
1590,6,NA,Germany
1590,13,13,Germany
1590,1,NA,Germany
1590,11,11,Germany
1590,2,NA,Germany
1590,1,NA,Germany
1590,27,27,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,8,NA,Germany
1590,1,NA,Germany
1590,9,9,Germany
1590,2,2,Germany
1590,1,NA,Germany
1590,5,NA,Germany
1590,14,14,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,1,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,14,14,Germany
1590,1,NA,Germany
1590,1,1,Germany
1590,1,NA,Germany
1590,2,2,Germany
1590,3,NA,Germany
1590,1,NA,Germany
1590,8,NA,Germany
1590,1,NA,Germany
1590,1,1,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,4,4,Germany
1590,4,NA,Germany
1590,3,NA,Germany
1590,1,NA,Germany
1590,1,1,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,1,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,2,NA,Germany
1590,1,NA,Germany
1590,3,NA,Germany
1590,2,2,Germany
1590,1,NA,Germany
1590,18,NA,Germany
1590,3,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1590,1,NA,Germany
1600,2,NA,Germany
1600,1,NA,Germany
1600,1,1,Germany
1600,2,NA,Germany
1600,38,1,Germany
1600,12,NA,Germany
1600,1,NA,Germany
1600,2,NA,Germany
1600,10,NA,Germany
1600,1,NA,Germany
1600,2,NA,Germany
1600,1,NA,Germany
1600,2,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,1,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,4,NA,Germany
1600,2,2,Germany
1600,1,NA,Germany
1600,5,NA,Germany
1600,2,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,2,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,2,NA,Germany
1600,1,NA,Germany
1600,2,NA,Germany
1600,2,2,Germany
1600,1,NA,Germany
1600,4,NA,Germany
1600,1,NA,Germany
1600,4,NA,Germany
1600,2,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,9,2,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,4,NA,Germany
1600,4,NA,Germany
1600,2,NA,Germany
1600,1,1,Germany
1600,3,NA,Germany
1600,1,NA,Germany
1600,2,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,10,2,Germany
1600,3,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,1,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,1,NA,Germany
1600,15,10,Germany
1600,1,0,Germany
1600,4,0,Germany
1600,1,0,Germany
1600,3,0,Germany
1600,1,0,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,7,2,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,7,2,Germany
1610,1,NA,Germany
1610,8,1,Germany
1610,2,NA,Germany
1610,3,NA,Germany
1610,1,NA,Germany
1610,3,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,2,1,Germany
1610,3,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,4,3,Germany
1610,8,8,Germany
1610,4,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,3,NA,Germany
1610,1,NA,Germany
1610,10,NA,Germany
1610,1,NA,Germany
1610,3,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,4,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,1,Germany
1610,6,6,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,3,NA,Germany
1610,20,20,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,3,NA,Germany
1610,1,1,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,1,1,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,7,1,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,5,NA,Germany
1610,1,1,Germany
1610,9,6,Germany
1610,1,1,Germany
1610,4,4,Germany
1610,1,1,Germany
1610,3,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,1,NA,Germany
1610,5,5,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,1,NA,Germany
1610,1,1,Germany
1610,1,NA,Germany
1610,3,3,Germany
1610,1,NA,Germany
1610,2,NA,Germany
1610,7,NA,Germany
1610,3,NA,Germany
1610,1,NA,Germany
1610,1,1,Germany
1610,2,0,Germany
1610,1,0,Germany
1610,2,0,Germany
1610,2,0,Germany
1610,1,0,Germany
1610,3,0,Germany
1610,1,0,Germany
1610,3,0,Germany
1610,1,0,Germany
1620,2,NA,Germany
1620,1,1,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,7,NA,Germany
1620,3,NA,Germany
1620,1,1,Germany
1620,1,NA,Germany
1620,3,2,Germany
1620,2,2,Germany
1620,1,NA,Germany
1620,6,6,Germany
1620,1,NA,Germany
1620,2,NA,Germany
1620,2,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,2,NA,Germany
1620,1,1,Germany
1620,1,NA,Germany
1620,6,NA,Germany
1620,2,NA,Germany
1620,1,1,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,3,3,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,10,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,4,1,Germany
1620,4,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,2,NA,Germany
1620,5,5,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,1,Germany
1620,2,NA,Germany
1620,7,NA,Germany
1620,2,NA,Germany
1620,20,20,Germany
1620,80,51,Germany
1620,22,NA,Germany
1620,23,23,Germany
1620,2,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,2,1,Germany
1620,1,1,Germany
1620,1,NA,Germany
1620,1,NA,Germany
1620,1,NA,Germany
